130000  河北省	1
130881105000	小寺沟镇	4
130881106000	党坝镇	4
130881107000	卧龙镇	4
130881108000	南五十家子镇	4
130881109000	北五十家子镇	4
130881110000	桲椤树镇	4
130881111000	柳溪镇	4
130881112000	平北镇	4
130881113000	青河镇	4
130881114000	台头山镇	4
130881200000	王土房乡	4
130881203000	七家岱满族乡	4
130881206000	茅兰沟满族蒙古族乡	4
130881210000	道虎沟乡	4
130900000000	沧州市	2
130901000000	市辖区	3
130902000000	新华区	3
130902001000	建设北街街道	4
130902002000	车站街道	4
130902003000	南大街街道	4
130902004000	东环街道	4
130902005000	道东街道	4
130902200000	小赵庄乡	4
130903000000	运河区	3
130903001000	水月寺街道	4
130903002000	南环中路街道	4
130903003000	南湖街道	4
130903004000	市场街道	4
130903005000	西环中街街道	4
130903006000	公园街道	4
130903100000	小王庄镇	4
130903200000	南陈屯乡	4
130921000000	沧县	3
130921100000	旧州镇	4
130921101000	兴济镇	4
130921102000	杜生镇	4
130921103000	崔尔庄镇	4
130921200000	薛官屯乡	4
130921201000	捷地回族乡	4
130921202000	张官屯乡	4
130921203000	李天木回族乡	4
130921204000	风化店乡	4
130921205000	姚官屯乡	4
130921206000	杜林回族乡	4
130921207000	汪家铺乡	4
130921208000	刘家庙乡	4
130921209000	仵龙堂乡	4
130921210000	大官厅乡	4
130921211000	高川乡	4
130921212000	黄递铺乡	4
130921213000	大褚村回族乡	4
130921214000	纸房头乡	4
130922000000	青县	3
130922100000	清州镇	4
130922101000	金牛镇	4
130922102000	新兴镇	4
130922103000	流河镇	4
130922104000	木门店镇	4
130922105000	马厂镇	4
130922106000	盘古镇	4
130922200000	上伍乡	4
130922201000	曹寺乡	4
130922203000	陈嘴乡	4
130922400000	青县农场	4
130923000000	东光县	3
130923100000	东光镇	4
130923101000	连镇镇	4
130923102000	找王镇	4
130923103000	秦村镇	4
130923104000	灯明寺镇	4
130923105000	南霞口镇	4
130923106000	大单镇	4
130923107000	龙王李镇	4
130923201000	于桥乡	4
130924000000	海兴县	3
130924100000	苏基镇	4
130924101000	辛集镇	4
130924102000	高湾镇	4
130924200000	赵毛陶乡	4
130924201000	香坊乡	4
130924202000	小山乡	4
130924203000	张会亭乡	4
130924400000	海兴县农场	4
130924401000	青先农场	4
130924402000	青锋农场	4
130925000000	盐山县	3
130925100000	盐山镇	4
130925101000	望树镇	4
130925102000	庆云镇	4
130925103000	韩集镇	4
130925104000	千童镇	4
130925105000	圣佛镇	4
130925200000	边务乡	4
130925201000	小营乡	4
130925202000	杨集乡	4
130925203000	孟店乡	4
130925204000	常庄乡	4
130925205000	小庄乡	4
130926000000	肃宁县	3
130926100000	肃宁镇	4
130926101000	梁家村镇	4
130926102000	窝北镇	4
130926103000	尚村镇	4
130926104000	万里镇	4
130926105000	师素镇	4
130926203000	河北留善寺乡	4
130926204000	付家佐乡	4
130926205000	邵庄乡	4
130927000000	南皮县	3
130927100000	南皮镇	4
130927101000	冯家口镇	4
130927102000	寨子镇	4
130927103000	鲍官屯镇	4
130927104000	王寺镇	4
130927105000	乌马营镇	4
130927200000	大浪淀乡	4
130927201000	刘八里乡	4
130927202000	潞灌乡	4
130928000000	吴桥县	3
130928100000	桑园镇	4
130928101000	铁城镇	4
130928102000	于集镇	4
130928103000	梁集镇	4
130928104000	安陵镇	4
130928200000	曹家洼乡	4
130928201000	宋门乡	4
130928202000	杨家寺乡	4
130928203000	沟店铺乡	4
130928204000	何庄乡	4
130928400000	吴桥经济技术开发区	4
130929000000	献县	3
130929100000	乐寿镇	4
130929101000	淮镇镇	4
130929102000	郭庄镇	4
130929103000	河城街镇	4
130929104000	韩村镇	4
130929105000	陌南镇	4
130929106000	陈庄镇	4
130929205000	徐留高乡	4
130929206000	商林乡	4
130929207000	段村乡	4
130929209000	张村乡	4
130929210000	临河乡	4
130929211000	小平王乡	4
130929212000	十五级乡	4
130929213000	垒头乡	4
130929214000	南河头乡	4
130929215000	西城乡	4
130929216000	本斋回族乡	4
130929400000	农场	4
130929401000	献县经济开发区	4
130930000000	孟村回族自治县	3
130930100000	孟村镇	4
130930101000	新县镇	4
130930102000	辛店镇	4
130930103000	高寨镇	4
130930200000	宋庄子乡	4
130930201000	牛进庄乡	4
130971000000	河北沧州经济开发区	3
130971400000	开发区乡	4
130972000000	沧州高新技术产业开发区	3
130972400000	高新乡	4
130973000000	沧州渤海新区	3
130973206000	新村回族乡	4
130973400000	南大港管理区	4
130973401000	国营中捷农场	4
130973402000	港城街道	4
130973403000	临港化工园区	4
130981000000	泊头市	3
130981001000	解放街道	4
130981002000	河东街道	4
130981003000	古楼街道	4
130981100000	泊镇	4
130981101000	交河镇	4
130981102000	齐桥镇	4
130981103000	寺门村镇	4
130981104000	郝村镇	4
130981105000	富镇镇	4
130981106000	文庙镇	4
130981107000	洼里王镇	4
130981201000	王武庄乡	4
130981202000	营子乡	4
130981203000	四营乡	4
130981204000	西辛店乡	4
130981400000	河北泊头经济开发区	4
130982000000	任丘市	3
130982001000	新华路街道	4
130982002000	西环路街道	4
130982003000	永丰路街道	4
130982004000	中华路街道	4
130982005000	渤海路街道	4
130982006000	油建路街道	4
130982007000	会战道街道	4
130982100000	出岸镇	4
130982101000	石门桥镇	4
130982102000	吕公堡镇	4
130982103000	长丰镇	4
130982106000	梁召镇	4
130982107000	辛中驿镇	4
130982108000	麻家坞镇	4
130982203000	议论堡乡	4
130982204000	青塔乡	4
130982205000	北辛庄乡	4
130982207000	北汉乡	4
130982208000	于村乡	4
130982400000	华北石油管理局	4
130982500000	开发区管理委员会	4
130982501000	河北任丘雁翎工业园区	4
130983000000	黄骅市	3
130983001000	骅东街道	4
130983002000	骅中街道	4
130983003000	骅西街道	4
130983100000	黄骅镇	4
130983101000	南排河镇	4
130983102000	吕桥镇	4
130983103000	旧城镇	4
130983200000	羊二庄回族乡	4
130983202000	常郭乡	4
130983203000	滕庄子乡	4
130983204000	官庄乡	4
130983205000	齐家务乡	4
130983207000	羊三木回族乡	4
130984000000	河间市	3
130984001000	瀛州路街道	4
130984002000	城垣西路街道	4
130984101000	米各庄镇	4
130984102000	景和镇	4
130984103000	卧佛堂镇	4
130984104000	束城镇	4
130984105000	留古寺镇	4
130984106000	沙河桥镇	4
130984107000	诗经村镇	4
130984200000	故仙乡	4
130984201000	黎民居乡	4
130984202000	兴村乡	4
130984203000	沙洼乡	4
130984204000	西九吉乡	4
130984205000	北石槽乡	4
130984209000	时村乡	4
130984210000	行别营乡	4
130984211000	尊祖庄乡	4
130984212000	龙华店乡	4
130984213000	果子洼回族乡	4
130984403000	河北河间经济开发区	4
131000000000	廊坊市	2
131001000000	市辖区	3
131002000000	安次区	3
131002001000	银河南路街道	4
131002002000	光明西道街道	4
131002003000	永华道街道	4
131002100000	落垡镇	4
131002101000	码头镇	4
131002102000	葛渔城镇	4
131002103000	东沽港镇	4
131002104000	调河头镇	4
131002200000	杨税务乡	4
131002201000	仇庄乡	4
131002203000	北史家务乡	4
131002400000	廊坊龙河高新技术产业开发区	4
131002401000	河北廊坊高新技术产业开发区	4
131002402000	河北廊坊龙港经济开发区	4
131002403000	河北安次经济开发区	4
131003000000	广阳区	3
131003001000	银河北路街道	4
131003002000	爱民东道街道	4
131003003000	解放道街道	4
131003004000	新开路街道	4
131003005000	新源道街道	4
131003100000	南尖塔镇	4
131003101000	万庄镇	4
131003102000	九州镇	4
131003200000	北旺乡	4
131003500000	新世纪步行街管理委员会	4
131022000000	固安县	3
131022100000	固安镇	4
131022101000	宫村镇	4
131022102000	柳泉镇	4
131022103000	牛驼镇	4
131022104000	马庄镇	4
131022200000	东湾乡	4
131022201000	彭村乡	4
131022202000	渠沟乡	4
131022203000	礼让店乡	4
131022400000	固安温泉休闲商务产业园区	4
131023000000	永清县	3
131023001000	城区街道	4
131023100000	永清镇	4
131023101000	韩村镇	4
131023102000	后奕镇	4
131023103000	别古庄镇	4
131023104000	里澜城镇	4
131023200000	管家务回族乡	4
131023201000	曹家务乡	4
131023202000	龙虎庄乡	4
131023203000	刘街乡	4
131023204000	三圣口乡	4
131023400000	河北永清经济开发区	4
131023401000	北京亦庄永清高新技术产业开发区区	4
131024000000	香河县	3
131024100000	淑阳镇	4
131024101000	蒋辛屯镇	4
131024102000	渠口镇	4
131024103000	安头屯镇	4
131024104000	安平镇	4
131024105000	刘宋镇	4
131024106000	五百户镇	4
131024107000	钱旺镇	4
131024108000	钳屯镇	4
131024500000	香河开发区	4
131024501000	香河新兴产业示范区	4
131025000000	大城县	3
131025100000	平舒镇	4
131025101000	旺村镇	4
131025102000	大尚屯镇	4
131025103000	南赵扶镇	4
131025104000	留各庄镇	4
131025105000	权村镇	4
131025106000	里坦镇	4
131025107000	广安镇	4
131025108000	北魏镇	4
131025109000	臧屯镇	4
131025400000	河北大城经济开发区	4
131026000000	文安县	3
131026100000	文安镇	4
131026101000	新镇镇	4
131026102000	苏桥镇	4
131026103000	大柳河镇	4
131026104000	左各庄镇	4
131026105000	滩里镇	4
131026106000	史各庄镇	4
131026107000	赵各庄镇	4
131026108000	兴隆宫镇	4
131026109000	大留镇镇	4
131026110000	孙氏镇	4
131026111000	德归镇	4
131026200000	大围河回族满族乡	4
131028000000	大厂回族自治县	3
131028001000	北辰街道	4
131028100000	大厂镇	4
131028101000	夏垫镇	4
131028102000	祁各庄镇	4
131028103000	邵府镇	4
131028104000	陈府镇	4
131028400000	河北大厂高新技术产业开发区	4
131071000000	廊坊经济技术开发区	3
131071450000	耀华道街道办事处	4
131071451000	云鹏道街道办事处	4
131081000000	霸州市	3
131081001000	裕华街道	4
131081100000	霸州镇	4
131081101000	南孟镇	4
131081102000	信安镇	4
131081103000	堂二里镇	4
131081104000	煎茶铺镇	4
131081105000	胜芳镇	4
131081106000	杨芬港镇	4
131081107000	康仙庄镇	4
131081108000	王庄子镇	4
131081200000	岔河集乡	4
131081202000	东杨庄乡	4
131081204000	东段乡	4
131082000000	三河市	3
131082001000	鼎盛东大街街道	4
131082002000	泃阳西大街街道	4
131082100000	泃阳镇	4
131082101000	李旗庄镇	4
131082102000	杨庄镇	4
131082103000	皇庄镇	4
131082104000	新集镇	4
131082105000	段甲岭镇	4
131082106000	黄土庄镇	4
131082107000	高楼镇	4
131082108000	齐心庄镇	4
131082109000	燕郊镇	4
131082450000	燕郊经济技术开发区	4
131082451000	三河市农业高新技术园区	4
131100000000	衡水市	2
131101000000	市辖区	3
131102000000	桃城区	3
131102001000	河西街道	4
131102002000	河东街道	4
131102003000	路北街道	4
131102004000	中华大街街道	4
131102100000	郑家河沿镇	4
131102101000	赵家圈镇	4
131102102000	邓庄镇	4
131102200000	何家庄乡	4
131103000000	冀州区	3
131103100000	冀州镇	4
131103102000	官道李镇	4
131103103000	南午村镇	4
131103104000	周村镇	4
131103105000	码头李镇	4
131103106000	西王镇	4
131103200000	门家庄乡	4
131103201000	徐家庄乡	4
131103202000	北漳淮乡	4
131103203000	小寨乡	4
131121000000	枣强县	3
131121100000	枣强镇	4
131121101000	恩察镇	4
131121102000	大营镇	4
131121103000	嘉会镇	4
131121104000	马屯镇	4
131121105000	肖张镇	4
131121106000	张秀屯镇	4
131121107000	新屯镇	4
131121108000	唐林镇	4
131121202000	王均乡	4
131121204000	王常乡	4
131122000000	武邑县	3
131122100000	武邑镇	4
131122101000	清凉店镇	4
131122102000	审坡镇	4
131122103000	赵桥镇	4
131122104000	韩庄镇	4
131122105000	肖桥头镇	4
131122106000	龙店镇	4
131122201000	圈头乡	4
131122203000	大紫塔乡	4
131123000000	武强县	3
131123100000	武强镇	4
131123101000	街关镇	4
131123102000	周窝镇	4
131123103000	东孙庄镇	4
131123200000	豆村乡	4
131123201000	北代乡	4
131124000000	饶阳县	3
131124100000	饶阳镇	4
131124101000	大尹村镇	4
131124102000	五公镇	4
131124103000	大官亭镇	4
131124104000	王同岳镇	4
131124202000	留楚乡	4
131124203000	东里满乡	4
131125000000	安平县	3
131125100000	安平镇	4
131125101000	马店镇	4
131125102000	南王庄镇	4
131125103000	大子文镇	4
131125104000	东黄城镇	4
131125200000	大何庄乡	4
131125201000	程油子乡	4
131125202000	西两洼乡	4
131125400000	河北安平高新技术产业开发区	4
131126000000	故城县	3
131126100000	郑口镇	4
131126101000	夏庄镇	4
131126102000	青罕镇	4
131126103000	故城镇	4
131126104000	武官寨镇	4
131126105000	饶阳店镇	4
131126106000	军屯镇	4
131126107000	建国镇	4
131126108000	西半屯镇	4
131126109000	房庄镇	4
131126110000	三朗镇	4
131126200000	辛庄乡	4
131126201000	里老乡	4
131127000000	景县	3
131127100000	景州镇	4
131127101000	龙华镇	4
131127102000	广川镇	4
131127103000	王瞳镇	4
131127104000	洚河流镇	4
131127105000	安陵镇	4
131127106000	杜桥镇	4
131127107000	王谦寺镇	4
131127108000	北留智镇	4
131127109000	留智庙镇	4
131127110000	梁集镇	4
131127200000	刘集乡	4
131127201000	连镇乡	4
131127203000	温城乡	4
131127204000	后留名府乡	4
131127205000	青兰乡	4
131127400000	河北景县高新技术产业开发区	4
131128000000	阜城县	3
131128100000	阜城镇	4
131128101000	古城镇	4
131128102000	码头镇	4
131128103000	霞口镇	4
131128104000	崔家庙镇	4
131128105000	漫河镇	4
131128201000	建桥乡	4
131128202000	蒋坊乡	4
131128203000	大白乡	4
131128204000	王集乡	4
131171000000	河北衡水高新技术产业开发区	3
131171201000	大麻森乡	4
131171400000	衡水高新技术产业开发区	4
131171401000	新型功能材料产业园	4
131171402000	苏正办事处	4
131172000000	衡水滨湖新区	3
131172101000	魏家屯镇	4
131172203000	彭杜村乡	4
131172401000	滨湖新区教育园区	4
131182000000	深州市	3
131182100000	唐奉镇	4
131182101000	深州镇	4
131182102000	辰时镇	4
131182103000	榆科镇	4
131182104000	魏家桥镇	4
131182105000	大堤镇	4
131182106000	前磨头镇	4
131182107000	王家井镇	4
131182108000	护驾迟镇	4
131182109000	大屯镇	4
131182110000	高古庄镇	4
131182200000	兵曹乡	4
131182201000	穆村乡	4
131182202000	东安庄乡	4
131182203000	北溪村乡	4
131182204000	大冯营乡	4
131182206000	乔屯乡	4
131182400000	河北省深州监狱	4
131182401000	深州市城市新区管理委员会	4
131182403000	经济开发区	4
